ID,Sample ID,Sample location,Date,Time,Weather desc,Surface_Temp,Bottom_Temp,Air_Temp,Hours before high tide,Surface_Salinity,Bottom Salinity,Secchi Depth,
,,N Bay sta. 2,14-Aug-15,8:15:00,,23.02,22.2,,0.25,30.89,31.18,2,
,,N Bay sta. 2,24-Aug-15,8:15:00,,25.51,24.8,,7.25,31.31,30.24,2.5,
,,N Bay sta. 2,31-Aug-15,8:15:00,,23.23,23.2,,13.75,31.48,31.27,2.5,
,,N Bay sta. 2,4-Aug-15,8:15:00,,22.91,21.99,,3.5,30.69,31.34,2.5,
,,N Bay sta. 2,10-Aug-15,8:15:00,,22.86,21.62,,9.5,30.83,31.42,2.5,
,,N Bay sta. 2,14-Aug-15,8:15:00,,23.02,22.2,,0.25,30.89,31.18,2,
,,N Bay sta. 2,24-Aug-15,8:15:00,,25.51,24.8,,7.25,31.31,30.24,2.5,
,,N Bay sta. 2,31-Aug-15,8:15:00,,23.23,23.2,,13.75,31.48,31.27,2.5,
,,N Bay sta. 2,8-Sep-15,8:15:00,,23.22,22.08,,9,31.55,31.68,2.5,
,,N Bay sta. 2,14-Sep-15,8:15:00,,22.45,22.48,,13,31.5,31.51,2.5,
,,N Bay sta. 2,21-Sep-15,8:15:00,,21.52,21.56,,5.5,31.69,31.72,2.5,
,,N Bay sta. 2,28-Sep-15,8:15:00,,19.66,19.65,,11.75,31.62,31.64,3,
,,N Bay sta. 2,5-Oct-15,8:15:00,,16.13,16.17,,6.25,30.73,30.75,3,
,,N Bay sta. 2,14-Oct-15,8:15:00,,16.82,16.78,,13,31.54,31.53,3,
,,N Bay sta. 2,19-Oct-15,8:15:00,,14.18,14.13,,4.25,31.59,31.6,2.5,
,,N Bay sta. 2,26-Oct-15,8:15:00,,13.9,13.94,,11,32.1,32.1,3,
,,N Bay sta. 2,2-Nov-15,8:15:00,,13.94,13.93,,2,32.66,32.68,3,
,,N Bay sta. 2,6-Nov-15,8:15:00,,13.97,13.81,,7.75,32.15,32.42,3.5,
,,N Bay sta. 2,16-Nov-15,8:15:00,,11.33,11.35,,2,31.47,31.51,4,
,,N Bay sta. 2,23-Nov-15,8:15:00,,9.99,10.47,,9,30.95,31.32,4,
,,N Bay sta. 2,30-Nov-15,8:15:00,,8.97,9.11,,3,31.13,31.8,4.5,
,,N Bay sta. 2,7-Dec-15,8:15:00,,8.57,9.71,,8.5,31.26,31.84,4.5,
,,N Bay sta. 2,14-Dec-15,8:15:00,,9.05,9.06,,1,31.1,31.08,4.5,
,,N Bay sta. 2,21-Dec-15,8:15:00,,8.18,8.16,,8,31.27,31.26,4,
,,N Bay sta. 2,29-Dec-15,8:15:00,,8.58,8.47,,2.25,30.51,30.44,3,
,,N Bay sta. 2,4-Jan-16,8:15:00,,8.56,7.33,,7,31.58,30.85,5.5,
,,N Bay sta. 2,11-Jan-16,8:15:00,,5.97,5.92,,0.25,30.62,30.6,4.5,
,,N Bay sta. 2,20-Jan-16,8:15:00,,3.51,3.48,,6.75,30.6,30.58,3.5,
,,N Bay sta. 2,25-Jan-16,8:15:00,,1.17,2.16,,0,29.73,30.33,3.5,
,,N Bay sta. 2,1-Feb-16,8:15:00,,3.76,3.92,,5,30.67,30.95,5,
,,N Bay sta. 2,10-Feb-16,8:15:00,,2.93,3.56,,0.5,29,29.81,3,
,,N Bay sta. 2,15-Feb-16,8:15:00,,0.51,1.87,,5,30.66,31.01,3.5,
,,N Bay sta. 2,22-Feb-16,8:15:00,,2.94,2.98,,11.5,29.91,30.29,4.5,
,,N Bay sta. 2,29-Feb-16,8:15:00,,4.27,4.27,,3.5,30.05,30.28,5,
,,N Bay sta. 2,7-Mar-16,8:15:00,,4.18,4.47,,10,28.43,31.23,4,
,,N Bay sta. 2,14-Mar-16,8:15:00,,6.62,6.5,,4.75,29.73,29.9,4,
,,N Bay sta. 2,22-Mar-16,8:15:00,,5.77,5.9,,12,29.58,30.22,4.5,
,,N Bay sta. 2,28-Mar-16,8:15:00,,6.89,6.77,,3.25,29.91,30.29,6,
,,N Bay sta. 2,4-Apr-16,8:15:00,,7.07,6.84,,9.75,30.6,31.01,3.5,
,,N Bay sta. 2,11-Apr-16,8:15:00,,6.94,6.81,,3.25,29.67,30.11,3,
,,N Bay sta. 2,18-Apr-16,8:15:00,,9.16,6.93,,10,28.12,31.6,3,
,,N Bay sta. 2,25-Apr-16,8:15:00,,10.75,9.44,,2,29.65,30.49,3.5,
,,N Bay sta. 2,2-May-16,8:15:00,,10.68,10.02,,9.25,29.93,30.66,3,
,,N Bay sta. 2,6-May-16,8:15:00,,10.14,10.05,,12,29.12,29.69,2,
,,N Bay sta. 2,16-May-16,8:15:00,,11.66,10.9,,8.75,30.73,31.32,3,
,,N Bay sta. 2,23-May-16,8:15:00,,14.7,13.49,,1,30.07,30.76,3,
,,N Bay sta. 2,30-May-16,8:15:00,,16.87,14.04,,6.75,30.35,31.16,3,
,,N Bay sta. 3,6-Jun-16,8:15:00,,17.62,17.04,,1,30.61,30.8,2,
,,N Bay sta. 4,13-Jun-16,8:15:00,,16.52,15.92,,7.25,31.09,31.38,2.5,
,,N Bay sta. 5,20-Jun-16,8:15:00,,18.64,17.34,,0,31.02,31.33,2.5,
,,N Bay sta. 2,27-Jun-16,8:15:00,,19.63,18.88,,5.5,31.04,31.15,2.5,
,,N Bay sta. 2,5-Jul-16,8:15:00,,20.84,20.82,,0.75,31.38,31.41,2,
,,N Bay sta. 2,11-Jul-16,8:15:00,,21.79,21.5,,5.75,30.77,31.09,2.5,
,,N Bay sta. 2,18-Jul-16,8:15:00,,23.96,21.72,,11,31.15,31.34,2.5,
,,N Bay sta. 2,25-Jul-16,8:15:00,,23.38,21.73,,4.25,31.37,31.53,3,
,,N Bay sta. 2,4-Aug-16,8:15:00,,23.29,22.97,,1,31.34,31.43,2.5,
,,N Bay sta. 2,10-Aug-16,9:15:00,Heavy rain,23.78,22.3,,4.75,31.56,31.78,2,
,,N Bay sta. 2,16-Aug-16,8:15:00,,26.47,22.98,,10.75,31.16,31.75,2,
,,N Bay sta. 2,22-Aug-16,8:15:00,,24.22,23.6,,3,31.51,31.72,2,
,,N Bay sta. 2,29-Aug-16,8:15:00,,24.38,22.37,,10,31.79,32.03,2.5,
,,N Bay sta. 2,6-Sep-16,8:15:00,Hurricane Hermine,21.65,21.64,,3.5,30.94,30.94,2,
,,N Bay sta. 2,12-Sep-16,8:15:00,,21.56,21.49,,8.5,31.79,31.89,2.5,
,,N Bay sta. 2,19-Sep-16,8:15:00,,21.52,21.52,,2,32.01,32.01,2.5,
,,N Bay sta. 2,26-Sep-16,8:15:00,,20.28,20.29,,9,32.12,32.13,2.5,
,,N Bay sta. 2,3-Oct-16,8:15:00,,17.84,17.83,,1.5,31.32,31.32,3.5,
,,N Bay sta. 2,11-Oct-16,8:15:00,,16.42,16.58,,7.75,31.53,31.59,3.5,
,,N Bay sta. 2,17-Oct-16,8:15:00,,16.43,16.42,,0.75,31.91,31.92,3,
,,N Bay sta. 2,24-Oct-16,8:15:00,,15.98,15.97,,7.5,31.83,31.9,2.5,
,,N Bay sta. 2,31-Oct-16,8:15:00,,13.05,13.21,,0.5,31.45,31.6,3.5,
,,N Bay sta. 2,7-Nov-16,8:15:00,,12.2,12.22,,4.25,30.92,30.91,3,
,,N Bay sta. 2,14-Nov-16,8:15:00,,10.37,11.59,,11,31.06,31.52,3,
,,N Bay sta. 2,21-Nov-16,8:15:00,,9.97,9.99,,5,31.46,31.45,2.5,
,,N Bay sta. 2,29-Nov-16,8:15:00,,7.85,8.05,,11.25,31.08,31.11,3.5,
,,N Bay sta. 2,5-Dec-16,8:15:00,,7.91,8.23,,3,31.16,31.29,4.0,
,,N Bay sta. 2,12-Dec-16,8:15:00,,6.16,6.12,,10.75,31.14,31.24,2.5,
,,N Bay sta. 2,19-Dec-16,8:15:00,,4.42,4.4,,3.5,31.61,31.4,3,
,,N Bay sta. 2,27-Dec-16,8:15:00,,4.48,4.46,,10.25,31.24,31.25,2.5,
,,N Bay sta. 2,3-Jan-17,8:15:00,,3.9,4.09,,2.75,30.68,30.97,3.5,
,,N Bay sta. 2,12-Jan-17,8:15:00,,3.16,3.21,,11.25,30.55,30.9,2.5,
,,N Bay sta. 2,17-Jan-17,8:15:00,,3.21,3.72,,3,30.46,30.86,4,
,,N Bay sta. 2,25-Jan-17,8:15:00,,4.56,4.85,,9.75,29.44,31.38,2.5,
,,N Bay sta. 2,30-Jan-17,8:15:00,,4.05,4.16,,0.75,31.11,31.09,4,
,,N Bay sta. 2,6-Feb-17,8:15:00,,2.97,2.98,,7.25,31.07,31.05,3,
,,N Bay sta. 2,14-Feb-17,8:15:00,,1.5,2.06,,1.75,30.4,30.71,2.5,
,,N Bay sta. 2,21-Feb-17,8:15:00,,3.26,3.52,,7.5,28.5,30.46,2.5,
,,N Bay sta. 2,27-Feb-17,8:15:00,,4.87,4.89,,12,30.95,30.95,3.5,
,,N Bay sta. 2,6-Mar-17,8:15:00,,2.44,3.19,,6,30.74,31.18,3.5,
,,N Bay sta. 2,13-Mar-17,8:15:00,,2.34,2.36,,0.75,31.17,31.17,4,
,,N Bay sta. 2,20-Mar-17,8:15:00,,2.6,2.79,,5.75,29.32,29.78,2.5,
,,N Bay sta. 2,27-Mar-17,8:15:00,,3.61,3.66,,11.75,30.71,30.83,4,
,,N Bay sta. 2,3-Apr-17,8:15:00,,4.83,4.48,,5.75,28.44,30.04,3,
,,N Bay sta. 2,10-Apr-17,8:15:00,,6.66,5.52,,12,28.2,29.8,2.5,
,,N Bay sta. 2,17-Apr-17,8:15:00,,10.56,8.55,,4.5,27.38,28.95,2,
,,N Bay sta. 2,24-Apr-17,8:15:00,,9.62,6.98,,10.75,27.93,31.2,3,
,,N Bay sta. 2,1-May-17,8:15:00,,11.13,10.61,,4.5,29.08,29.31,4.5,
,,N Bay sta. 2,8-May-17,8:15:00,,11.95,11.6,,11.75,29.22,30.15,3,
,,N Bay sta. 2,16-May-17,8:15:00,,11.53,10.99,,4,28.54,30.4,4,
,,N Bay sta. 2,23-May-17,8:15:00,,14.24,12.93,,9.75,29.45,30.39,3,
,,N Bay sta. 2,30-May-17,8:15:00,,14.36,14.26,,4,28.43,29.46,3,
,,N Bay sta. 2,5-Jun-17,8:15:00,,15.93,14.29,,9.75,28.77,30.71,2,
,,N Bay sta. 2,12-Jun-17,8:15:00,,17.86,15.12,,2.25,29.53,30.23,4,
,,N Bay sta. 2,19-Jun-17,8:15:00,,18.49,16.49,,8,29.81,30.44,2.5,
,,N Bay sta. 2,26-Jun-17,8:15:00,,20.84,19.66,,2.25,29.05,30.09,2.5,
,,N Bay sta. 2,2-Jul-17,8:15:00,,22.11,19.17,,7.5,29.32,30.09,2.5,
,,N Bay sta. 2,10-Jul-17,8:15:00,,21.65,19.28,,1,29.1,30.08,2,
,,N Bay sta. 2,17-Jul-17,8:15:00,,22.06,19.31,,6.5,28.48,29.99,2,
,,N Bay sta. 2,24-Jul-17,8:15:00,,22.13,21.76,,0.75,29.43,29.78,2,
,,N Bay sta. 2,31-Jul-17,8:15:00,,20.95,20.05,,7,29.11,29.87,1.5,
,,N Bay sta. 2,7-Aug-17,8:15:00,,21.56,20.79,,0,29.15,29.52,2,
,,N Bay sta. 2,14-Aug-17,8:15:00,,22.53,20.53,,4.75,29.18,29.76,2.5,
,,N Bay sta. 2,21-Aug-17,8:15:00,,20.97,21.87,,12,29.76,29.73,2.5,
,,N Bay sta. 2,28-Aug-17,8:15:00,,21.82,21.78,,4.75,30.29,30.59,3,
,,N Bay sta. 2,5-Sep-17,8:15:00,,19.80,19.64,,0,31.2,31.1,2.5,
,,N Bay sta. 2,11-Sep-17,8:15:00,,17.55,19.85,,4.25,31.10,31.01,2.5,
,,N Bay sta. 2,18-Sep-17,8:15:00,,21.47,20.81,,11.25,31.00,31.20,2.5,
,,N Bay sta. 2,25-Sep-17,8:15:00,,19.52,19.30,,3.75,31.31,31.59,3,
,,N Bay sta. 2,2-Oct-17,8:15:00,,14.81,18.67,,10.25,31.85,31.53,2,
,,N Bay sta. 2,10-Oct-17,8:15:00,,19.48,19.43,,4,32.27,32.17,3,
,,N Bay sta. 2,16-Oct-17,8:15:00,,18.62,18.63,,10,32.25,32.36,3,
,,N Bay sta. 2,23-Oct-17,8:15:00,,17.18,17.19,,3,32.23,32.01,2.5,
,,N Bay sta. 2,31-Oct-17,8:15:00,,14.76,16.11,,9.5,32.36,32.03,2.5,
,,N Bay sta. 2,6-Nov-17,8:15:00,,15.27,15.27,,1.25,31.4,31.35,3,
,,N Bay sta. 2,13-Nov-17,8:15:00,,10.93,11.14,,6.75,30.35,30.46,3.5,
,,N Bay sta. 2,20-Nov-17,8:15:00,,10.06,10.57,,0.25,30.88,31.17,3,
,,N Bay sta. 2,27-Nov-17,8:15:00,,9.36,10.77,,5.25,30.38,31.3,3.5,
,,N Bay sta. 2,4-Dec-17,8:15:00,,8.45,8.98,,0,30.09,30.57,3,
,,N Bay sta. 2,11-Dec-17,8:15:00,,7.61,8.87,,6,30.13,30.89,3,
,,N Bay sta. 2,18-Dec-17,8:15:00,,4.76,4.76,,11.5,30.55,30.57,4,
,,N Bay sta. 2,27-Dec-17,8:15:00,,3.93,5.88,,5.75,30.5,31.33,3,
,,N Bay sta. 2,3-Jan-18,8:15:00,,1.58,1.57,,0,31.77,31.81,3,
,,N Bay sta. 2,11-Jan-18,8:15:00,,-1.14,,,7.25,30.99,,2.5,
,,N Bay sta. 2,19-Jan-18,8:15:00,,-0.07,1.96,,0.5,28.33,30.77,1.5,
,,N Bay sta. 2,22-Jan-18,8:15:00,,1.58,1.77,,2.75,29.48,30.1,2,
,,N Bay sta. 2,29-Jan-18,8:15:00,,2.35,2.94,,9.5,28.31,30.11,2,
,,N Bay sta. 2,5-Feb-18,8:15:00,,2.06,2.16,,3,29.54,30.05,3,
,,N Bay sta. 2,12-Feb-18,8:15:00,,2.88,3.02,,9.5,28.65,31.1,4,
,,N Bay sta. 2,19-Feb-18,8:15:00,,3.28,3.45,,1.5,27.87,31.64,4,
,,N Bay sta. 2,26-Feb-18,8:15:00,,5.07,3.81,,8.25,26.53,31.29,4,
,,N Bay sta. 2,5-Mar-18,8:15:00,,4.14,4.23,,1.75,27.72,28.16,3,
,,N Bay sta. 2,12-Mar-18,8:15:00,,3.6,4.32,,9,27.57,30.17,4,
,,N Bay sta. 2,19-Mar-18,8:15:00,,3.08,3.28,,1.5,29.93,30.15,4,
,,N Bay sta. 2,26-Mar-18,8:15:00,,3.85,3.9,,8,28.46,29,3.5,
,,N Bay sta. 2,2-Apr-18,8:15:00,,5.39,5.43,,1.75,30.26,30.31,4,
,,N Bay sta. 2,9-Apr-18,8:15:00,,5.03,5.43,,7,30.39,30.64,3,
,,N Bay sta. 2,18-Apr-18,8:15:00,,6.31,6.07,,1.5,30.2,32.5,2.5,
,,N Bay sta. 2,23-Apr-18,8:15:00,,7.7,6.63,,5.5,29.7,30.5,3.5,
,,N Bay sta. 2,30-Apr-18,8:15:00,,9.95,9,,0.5,31.95,33.88,3.5,
,,N Bay sta. 2,7-May-18,10:30:00,,13.05,12.24,,3.5,30.45,32.72,3.5,
,,N Bay sta. 2,14-May-18,10:30:00,,13.7,9.37,,10.25,30.64,33.78,4,
,,N Bay sta. 2,21-May-18,10:30:00,,14.09,12.9,,3.25,32.35,33.25,4,
,,N Bay sta. 2,28-May-18,10:30:00,,16.06,15.62,,9.5,31.58,32.5,3.5,
,,N Bay sta. 2,4-Jun-18,10:30:00,,16.74,15.6,,1.5,33.2,33.4,3,
,,N Bay sta. 2,12-Jun-18,10:30:00,,16.86,15.59,,3.25,30.28,31.39,3,
,,N Bay sta. 2,18-Jun-18,10:30:00,,18.23,17.12,,2.25,31.82,31.01,3,
,,N Bay sta. 2,25-Jun-18,10:30:00,,19.63,17.15,,9,31.63,32.58,3.5,
,,N Bay sta. 2,3-Jul-18,8:00:00,,22.83,19.21,,4,31.75,32.25,2,
,,N Bay sta. 2,9-Jul-18,8:00:00,,22.08,19.32,,9,31.75,32.25,2,
,,N Bay sta. 2,16-Jul,8:00:00,,22.47,21.82,,3,30.74,30.76,2.5,
,,N Bay sta. 2,23-Jul-18,8:00:00,,23.06,22.92,,9,31.01,30.86,2.5,
,,N Bay sta. 2,30-Jul-18,8:00:00,,24.67,24.36,,2,31.2,31.22,2.5,
,,N Bay sta. 2,8-Aug-18,8:00:00,,25.43,23.17,,7.5,30.87,31.11,3.5,
,,N Bay sta. 2,14-Aug-18,8:00:00,,24.44,24.02,,2.25,30.16,30.38,2.5,
,,N Bay sta. 2,20-Aug-18,8:00:00,,24.03,23.94,,7.75,29.47,29.87,3,
,,N Bay sta. 2,27-Aug-18,8:00:00,,21.88,22.5,,1,31.46,30.92,3,
,,N Bay sta. 2,4-Sep-18,8:00:00,,23.99,21.81,,5.25,31.26,31.59,2.5,
,,N Bay sta. 2,10-Sep-18,8:00:00,,21.42,21.47,,0.5,31.81,31.75,2.5,
,,N Bay sta. 2,17-Sep-18,8:00:00,,21.84,21.01,,7,30.18,30.79,2,
,,N Bay sta. 2,24-Sep-18,8:00:00,,20.3,20.28,,0,30.64,30.49,2,
,,N Bay sta. 2,1-Oct-18,8:00:00,,18.8,19.49,,5,29.04,30.65,2.5,
,,N Bay sta. 2,8-Oct-18,8:00:00,,18.9,19.08,,12,29.51,29.47,2.5,
,,N Bay sta. 2,15-Oct-18,8:00:00,,16.2,18.2,,5,29.97,30.22,2.5,
,,N Bay sta. 2,22-Oct-18,8:00:00,,14.8,14.5,,11,30.84,30.71,2.5,
,,N Bay sta. 2,26-Oct-18,8:00:00,,12.9,12.97,,6.6,30.96,30.8,2.5,
,,N Bay sta. 2,5-Nov-18,8:00:00,,12.32,12.97,,9.6,28.86,30.26,4,
,,N Bay sta. 2,11-Nov-18,8:00:00,,10.49,12.63,,2.6,28.72,29.91,3,
,,N Bay sta. 2,19-Nov-18,8:00:00,,8.17,11.8,,8.5,26.03,32.38,4,
,,N Bay sta. 2,26-Nov-18,8:00:00,,7.31,7.88,,1.5,28.41,30.52,3,
,,N Bay sta. 2,3-Dec-18,8:00:00,,7.49,8.7,,8.5,27.7,25.51,3.5,
,,N Bay sta. 2,10-Dec-18,8:00:00,,5.09,7.4,,1.5,30.12,30.95,3,
,,N Bay sta. 2,17-Dec-18,8:00:00,,5.56,6.2,,6.75,29,30,3.5,
,,N Bay sta. 2,26-Dec-18,8:00:00,,4.9,5,,2.25,28,29,2.5,
,,N Bay sta. 2,31-Dec-18,8:00:00,,5.78,6.43,,6,28.67,29.8,3,
,,N Bay sta. 2,7-Jan-19,8:00:00,,5.06,5.75,,0.25,27.75,28.34,2,
,,N Bay sta. 2,14-Jan-19,8:00:00,,2.84,3.21,,4.75,27.96,28.2,3,
,,N Bay sta. 2,22-Jan-19,8:00:00,,2.62,2.63,,0,29.63,28.7,1.5,
,,N Bay sta. 2,28-Jan-19,8:00:00,,1.48,3.46,,5.5,29.97,29.5,2,
,,N Bay sta. 2,4-Feb-19,8:00:00,,2.6,3.41,,0,28.08,29.44,2.5,
,,N Bay sta. 2,11-Feb-19,8:00:00,,1.9,2.32,,3.75,28.38,28.91,2.5,
,,N Bay sta. 2,18-Feb-19,8:00:00,,2.92,3.62,,10.66,28.81,25.13,4,
,,N Bay sta. 2,27-Feb-19,8:00:00,,2.79,3.15,,6.25,29.57,29.73,3,
,,N Bay sta. 2,6-Mar-19,8:00:00,,2.19,2.92,,0,28.56,29.73,2,
,,N Bay sta. 2,11-Mar-19,8:00:00,,2.54,2.85,,3.5,27.82,29.33,2.5,
,,N Bay sta. 2,18-Mar-19,8:00:00,,4.23,4.74,,11,29.51,30.26,3.5,
,,N Bay sta. 2,25-Mar-19,8:00:00,,5.22,5.17,,4,29.18,29.83,3,
,,N Bay sta. 2,1-Apr-19,8:00:00,,6.15,6,,10.5,29.4,29.87,2.5,
,,N Bay sta. 2,8-Apr-19,8:00:00,,8.31,7.21,,2.5,28.72,29.46,4,
,,N Bay sta. 2,17-Apr-19,8:00:00,,7.9,8.5,,12,30.1,31.5,3.5,
,,N Bay sta. 2,22-Apr-19,8:00:00,,10.75,9.87,,2.75,28.7,29.74,4,
,,N Bay sta. 2,29-Apr-19,8:00:00,,10.39,8.89,,9,24.77,30.64,3,
,,N Bay sta. 2,6-May-19,8:00:00,,10.05,,,1.25,,,2.5,
,,N Bay sta. 2,13-May-19,8:00:00,,,,,8,,,2.5,
,,N Bay sta. 2,20-May-19,8:00:00,,12.54,12.34,,1.5,29.35,29.56,3,
,,N Bay sta. 2,28-May-19,8:00:00,,16.73,16.67,,8,27.86,28.92,4.5,
,,N Bay sta. 2,3-Jun-19,8:00:00,,16.28,13.72,,0.5,28.41,30.4,3.5,
,,N Bay sta. 2,10-Jun-19,8:00:00,,17.5,15.57,,7,27.99,29.67,3.5,
,,N Bay sta. 2,17-Jun-19,8:00:00,,17.78,17.48,,0.75,30.94,31.05,2.5,
,,N Bay sta. 2,24-Jun-19,8:00:00,,19.31,17.5,,6,28.52,30.05,2,
,,N Bay sta. 2,1-Jul-18,8:00:00,,21.37,19.28,,11.75,29.13,30.67,2.5,
,,N Bay sta. 2,8-Jul-19,8:00:00,,22.3,20.58,,5.5,29.96,30.6,2,
,,N Bay sta. 2,15-Jul-19,8:00:00,,23.47,21.43,,11.75,30.01,30.72,3,
,,N Bay sta. 2,22-Jul-19,8:00:00,,25.47,21.55,,10,29.88,30.58,3.5,
,,N Bay sta. 2,29-Jul-19,8:00:00,,23.09,23.08,,3.5,30.53,30.51,2,
,,N Bay sta. 2,5-Aug-19,8:00:00,,23.21,20.97,,4,30.08,30.81,2.5,
,,N Bay sta. 2,12-Aug-19,8:00:00,,22.38,19.31,,10.75,30.88,31.9,3,
,,N Bay sta. 2,20-Aug-19,8:00:00,,23.49,22.8,,3.5,30.95,30.96,2,
,,N Bay sta. 2,26-Aug-19,8:00:00,,21.69,,,8.75,30.32,,3,
,,N Bay sta. 2,3-Sep-19,8:00:00,,21.3,21.25,,3.5,31.2,31.19,2.5,
,,N Bay sta. 2,9-Sep-19,8:00:00,,20.2,20.33,,9.5,30.64,31.12,2.5,
,,N Bay sta. 2,16-Sep-19,8:00:00,,20.91,20.8,,1.5,31.34,31.37,2.5,
,,N Bay sta. 2,23-Sep-19,8:00:00,,19.73,19.14,,7.25,31.36,31.75,2.5,
,,N Bay sta. 2,2-Oct-19,8:00:00,,19.45,19.29,,3,31.79,32.03,2.5,
,,N Bay sta. 2,7-Oct-19,8:00:00,,17.5,17.51,,8,31.87,31.9,3,
,,N Bay sta. 2,14-Oct-19,8:00:00,,15.42,15.62,,0.5,31.52,31.92,3.5,
,,N Bay sta. 2,21-Oct-19,8:00:00,,14.19,14.23,,6,31.5,31.62,3.5,
,,N Bay sta. 2,28-Oct-19,8:00:00,,14.44,14.45,,0,31.72,31.73,3,
,,N Bay sta. 2,4-Nov-19,8:00:00,,12.84,13.8,,5,31.08,31.84,3.5,
,,N Bay sta. 2,11-Nov-19,8:00:00,,11.03,11.34,,11,31.43,31.59,2.5,
,,N Bay sta. 2,20-Nov-19,8:00:00,,8.37,7.5,,5.5,30.08,30.51,4,
,,N Bay sta. 2,25-Nov-19,8:00:00,,8.42,8.46,,10.5,31.58,31.65,2.5,
,,N Bay sta. 2,4-Dec-19,8:00:00,,4.74,5.73,,5.5,30.32,31.02,3,
,,N Bay sta. 2,9-Dec-19,8:00:00,,5.59,5.79,,9.5,31.68,31.84,3,
,,N Bay sta. 2,16-Dec-19,8:00:00,,5.91,5.89,,2.5,30.72,30.76,2.5,
,,N Bay sta. 2,20-Dec-19,8:00:00,,4.51,5.28,,6.25,30,30.94,2.5,
,,N Bay sta. 2,31-Dec-19,8:00:00,,4.97,5.13,,3.15,29.35,29.95,3,
,,N Bay sta. 2,6-Jan-20,8:00:00,,4.56,5.87,,8,29.55,31.66,4.5,
,,N Bay sta. 2,13-Jan-20,8:00:00,,6.46,6.56,,1.25,31.59,31.63,3,
,,N Bay sta. 2,20-Jan-20,8:00:00,,3.87,3.91,,7.75,30.78,30.79,2.5,
,,N Bay sta. 2,27-Jan-20,8:00:00,,3.85,4.08,,1.25,30.58,30.89,3,
,,N Bay sta. 2,4-Feb-20,8:00:00,,3.85,4.91,,7.25,29.87,31.7,3.5,
,,N Bay sta. 2,12-Feb-20,8:00:00,,4.73,4.74,,1.75,31.33,31.32,2,
,,N Bay sta. 2,17-Feb-20,8:00:00,,3.52,3.94,,6.25,30.44,30.87,6,
,,N Bay sta. 2,25-Feb-20,8:00:00,,4.39,4.34,,0.75,30.96,31.16,3,
,,N Bay sta. 2,2-Mar-20,8:00:00,,3.79,4.17,,4.25,30.17,30.95,4,
,,N Bay sta. 2,9-Mar-20,8:00:00,,5.16,5.24,,0,30.4,30.64,3,
,,N Bay sta. 2,16-Mar-20,8:00:00,,6.7,6.73,,5.75,30.71,30.66,2.5,
,,GSO Dock,23-Mar-20,14:00:00,,NaN,NaN,,6.25,NaN,NaN,2,
,,GSO Dock,30-Mar-20,7:00:00,,6.85,NaN,,5.5,29.79,NaN,1,
,,GSO Dock,6-Apr-20,13:30,,8.71,NaN,,6,30.92,NaN,2,
,,GSO Dock,14-Apr-20,8:00:00,,7.93,NaN,,5,31.98,NaN,1,
,,GSO Dock,20-Apr-20,14:00:00,,8.13,NaN,,5,30.78,NaN,2,
,,GSO Dock,27-Apr-20,8:00:00,,8.12,NaN,,3.5,29.09,NaN,2,
,,GSO Dock,4-May-20,10:00:00,,9.75,NaN,,8,30.25,NaN,3,
,,GSO Dock,11-May-20,6:45:00,,12.29,NaN,,5,30.53,NaN,2,
,,GSO Dock,18-May-20,10:30:00,,12.23,NaN,,8.5,30.49,NaN,2,
,,N Bay sta. 2,26-May-20,8:00:00,,14.47,12.2,,3,28.05,30.5,3,
,,N Bay sta. 2,1-Jun-20,8:00:00,,15.76,13.83,,8.75,29.92,31.38,2.5,
,,N Bay sta. 2,8-Jun-20,8:00:00,,16.98,16.56,,2.25,30.28,30.66,2.5,
,,N Bay sta. 2,12-Jun-20,8:00:00,,19.08,18.68,,5.5,29.51,30.03,2,
,,N Bay sta. 2,22-Jun-20,8:00:00,,20.5,18.37,,1,30.8,31.25,3,
,,N Bay sta. 2,29-Jun-20,8:00:00,,22.65,19.64,,6.75,30.71,31.98,2.5,
,,N Bay sta. 2,6-Jul-20,8:00:00,,21.87,20.91,,1.25,30.9,31.35,2,
,,N Bay sta. 2,13-Jul-20,8:00:00,,23.17,22.01,,6,31.46,31.72,2,
,,N Bay sta. 2,20-Jul-20,8:00:00,,23.37,22.98,,0,31.35,31.55,1.5,
,,N Bay sta. 2,27-Jul-20,8:00:00,,23.85,22.22,,6,31.4,31.71,2,
,,N Bay sta. 2,3-Aug-20,8:00:00,,23.42,22.66,,0,31.86,31.98,2.5,
,,N Bay sta. 2,10-Aug-20,8:00:00,,24.42,23.4,,5,31.96,32.06,2.75,
,,,,,,,,,,,,,
